id,address,city,description,latitude,longitude,price,state,street,title,totalScore,categories,image_url
0,"House number 72, 8th Main Rd, Vidyagiri Layout, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru, Karnataka 560072, India",Bengaluru,,12.9538226,77.5208379,,Karnataka,"House number 72, 8th Main Rd",Uttarakhand,,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipNE2e8Vym3SO2_j3w5JRXgm0OjXbh9Nt8SDX4UD=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOe4mHt0Mq9M0vzCApHFW7uiXB-Yxsv0XdTk7AC=w1920-h1080-k-no"
1,"Mavalli, Bengaluru, Karnataka 560004, India",Bengaluru,Botanical garden with an aquarium & glasshouse designed to mimic London's former Crystal Palace.,12.9507432,77.5847773,,Karnataka,,Lalbagh Botanical Garden,4.4,"Tourist attraction, Garden, Botanical garden","https://lh5.googleusercontent.com/p/AF1QipNTU8WPXqwODVdyayZkYakXZ3-w1en5k1LpRTGC=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPMZHKD9ORB-bVI882CxyXYHTWLvSvcz7i0lIGQ=w1920-h1080-k-no"
2,"XGV3+RP6, Hegganahalli Main Rd, Sollapuradamma Layout, Venkateswara Nagar, Sunkadakatte, Bengaluru, Karnataka 560091, India",Bengaluru,,12.9945267,77.5042652,,Karnataka,"XGV3+RP6, Hegganahalli Main Rd",Sri Sollapuradamma Temple,4.6,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipPG05ov_PkWlGP07Z-eyHrus_Wg_W4aeLa1mBr_=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOjZR_w8JG88WEb1wkhe_44guf2UwyNlwe0Sc1o=w1920-h1080-k-no"
3,"XJF2+6GQ, State Bank of India Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",Bengaluru,,12.9729902,77.6013054,,Karnataka,"XJF2+6GQ, State Bank of India Rd",India Flag,,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipNtS7LX045Ij5vAgsSsJaUsmlGqPbk73yeAteQm=w1920-h1080-k-no
4,"38/1, Mohammedan Block, Basavanagudi, Bengaluru, Karnataka 560004, India",Bengaluru,,12.9405293,77.5769439,,Karnataka,38/1,Lion statue,4.8,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipPZYbZXGyXuTQUBviajJSnWskUjxh8TdGjGu0o1=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPNhYSXrj2zuIWEL8rtiC0OIGS_2W0NTX73kY2W=w1920-h1080-k-no"
5,"205, 83rd Cross Rd, 1st Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078, India",Bengaluru,,12.9058914,77.5638197,,Karnataka,"205, 83rd Cross Rd",Kumaraswamy Temple,4.5,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipMHr0mQUk0QmX4mpUVSVNMEoZN1npSoKT52MowZ=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNQELSt1dPTEr5u4RXVM9Yj7SDJJFCvdEfO3zDb=w1920-h1080-k-no"
6,"WH7V+P77, KSRTC Layout, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560069, India",Bengaluru,"Historic Hindu temple on a hill with colorful shrines, scenic views & many cultural events.",12.9142864,77.593172,,Karnataka,WH7V+P77,Ragigudda Sri Prasanna Anjaneyaswamy Temple,4.8,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipOz3wiCZSOuxPnD9bW9HUzI0b9usrqPTFp7gXP_=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOexrgHlV22WxanLBzWLE0HpEkhxX0FSwxKznHR=w1920-h1080-k-no"
7,"629, 8th B Main Rd, Saneguruvanahalli, Rajajinagar, Bengaluru, Karnataka 560079, India",Bengaluru,,12.991934,77.5438508,,Karnataka,"629, 8th B Main Rd",ಪುನೀತ್ ರಾಜಕುಮಾರ್ ಪ್ರತಿಮೆ,,Tourist attraction,
8,"BEML, Kempegowda Rd, 5th Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",Bengaluru,Prayer complex with a soaring temple tower featuring the six faces of Hindu deity Lord Shanmukha.,12.9124567,77.5289414,,Karnataka,"BEML, Kempegowda Rd",Shrungagiri Sri Shanmukha Swami Gudi,4.7,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipN0xO54jlt0xyl5gcxmq4F-giAREas0e-0fUxh0=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOHd-3DZGaoJwxHYMWjddWGPE4g8LNGRI6wXTD8=w1920-h1080-k-no"
9,"49, 4th Cross Rd, CK Nagar, NR Colony, Basavanagudi, Bengaluru, Karnataka 560050, India",Bengaluru,,12.9389932,77.5655301,,Karnataka,"49, 4th Cross Rd",Rich roopa,,Tourist attraction,
10,"XHQ7+C67, 2nd Main Rd, Ramachandrapuram, S.S.I.Area, Dayananda Nagar, Srirampura, Bengaluru, Karnataka 560021, India",Bengaluru,,12.988543,77.563038,,Karnataka,"XHQ7+C67, 2nd Main Rd",Sri Annapoorneshwari Devi Gudi,4.7,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipMxdM8n6hB72TC-MEEKwNoF_48idM16cgcgI43e=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPmXd3QIiHnZbiO6isFmrocC5b7eYSjJV1xq2vq=w1920-h1080-k-no"
11,"816/i 16th Cross, Krishna Rajendra Rd, 7th Block, west block, Bengaluru, Karnataka 560082, India",Bengaluru,,12.9224695,77.5743267,,Karnataka,"816/i 16th Cross, Krishna Rajendra Rd",Aralikatte,4.2,"News service, Software company, Tourist attraction",https://lh5.googleusercontent.com/p/AF1QipMJZKKlbcU32041ERAuH1Su7ZzNI8VquMtRORe3=w1920-h1080-k-no
12,"Omkar Hills, Shrinivasapura, Bengaluru, Karnataka 560060, India",Bengaluru,"Hilltop with ornate temples & a grand clocktower, plus free-roaming peacocks & panoramic city views.",12.8996819,77.5055442,,Karnataka,Omkar Hills,Omkara Ashrama Mahaasamsthaana,4.6,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipP6LbQbm0WWFqdl8sx14KGhdD0k30DUSB6ljH2K=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPQowF9y2afSY5wPGCzYjyetPfY6ml1J3mOCqBl=w1920-h1080-k-no"
13,"VGMR+HG2, 80 Feet Rd, Gubbalala, Subramanyapura, Bengaluru, Karnataka 560062, India",Bengaluru,,12.8838997,77.5412662,,Karnataka,"VGMR+HG2, 80 Feet Rd",Goodu junction,4.0,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOJuz0GyJ3NMYeSSPV4HXAA1j0VYWtNiGjO1Xaj=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPAeIUTaBTCoPcgGg1Zl4s_zyjfnQRpR_s3VkVQ=w1920-h1080-k-no"
14,"WHX7+754, 5th Main Rd, Gavipuram Extention, Kempegowda Nagar, Bengaluru, Karnataka 560019, India",Bengaluru,"Built into a cave, this 1500s temple features monolithic sculptures & an annual sun illumination.",12.9481464,77.5629406,,Karnataka,"WHX7+754, 5th Main Rd",Sri Gavi Gangaadhareshwara Swamy Devasthana,4.7,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipMbt2z-w9jaM4GQnFOdCQ2JaS86gwKK9_Q97FfO=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipM34EYJ1ZqGq8bEMGgxwx4uclEBNexYP6w8Nyrg=w1920-h1080-k-no"
15,"Magadi Main Rd, IInd Phase, Byadarahalli, Bengaluru, Karnataka 560091, India",Bengaluru,,12.9767682,77.4780131,,Karnataka,Magadi Main Rd,Sri Sai tour's and travels,5.0,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOUUv7B-caHEDg78Vf1XR8zVT9-EH2N8SrxziNW=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOcsdRwVT1CpivfPRWqI3ebrx6INfs6YsijQHta=w1920-h1080-k-no"
16,"Vishweshwarapura, Basavanagudi, Bengaluru, Karnataka 560004, India",Bengaluru,,12.9519928,77.5774023,,Karnataka,,Kota Sri Venkataramana Swamy Temple Trust (R),4.7,"Tourist attraction, Place of worship, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipOYr3F061Xt2KoaHWbI3oXToomsm9wSsaUESrg5=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOMX3UcdTVtCK5fSHu-2L6fy2Iay8kPLzUYBY9A=w1920-h1080-k-no"
17,"8 'sreeprada, 20th Main Rd, JC Nagar, Mahalakshmi Layout, Bengaluru, Karnataka 560086, India",Bengaluru,,13.0016683,77.5306825,,Karnataka,"8 'sreeprada, 20th Main Rd",Triphigh India,4.3,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOC_Ck-WHTR-kCA2IRTnZ04Nm8J0VCyMpgmb71G=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPj0r7WkfxlfzMOeXmTh87jps39s-wAIkIZ5iRa=w1920-h1080-k-no"
18,"XHFF+M4X, Upparpete, Chickpet, Bengaluru, Karnataka 560053, India",Bengaluru,,12.9740923,77.5728804,,Karnataka,XHFF+M4X,Pegion Feeding,,Tourist attraction,
19,"piriyapatanadamma temple, Near, no 14/18 thammanna, Shiridi Sai Baba Layout, Vidyamanya Nagar, Bengaluru, Karnataka 560091, India",Bengaluru,,13.0093133,77.4934867,,Karnataka,"piriyapatanadamma temple, Near, no 14/18 thammanna",Dr raj sheha geleyara balaga,,Tourist attraction,
20,"39, 9th B Cross Rd, West of Chord Road 2nd Stage, West of Chord Road, Stage 2, Basaveshwar Nagar, Bengaluru, Karnataka 560086, India",Bengaluru,,12.9987386,77.5489791,,Karnataka,"39, 9th B Cross Rd",CCTV poll no 2,,Tourist attraction,
21,"96, Hosur Rd, Zuzuvadi, 1st Stage, BTM Layout, Bengaluru, Karnataka 560068, India",Bengaluru,,12.927588,77.616116,,Karnataka,"96, Hosur Rd",N s bus,,Tourist attraction,
22,"XG58+8X4, 1st C Cross Rd, 4 Block, Teachers Colony, Chandra Layout, Bengaluru, Karnataka 560056, India",Bengaluru,,12.9582649,77.5174572,,Karnataka,"XG58+8X4, 1st C Cross Rd",Lucky gowdru camara,5.0,Tourist attraction,
23,"Hare Krishna Hill, Chord Rd, Rajajinagar, Bengaluru, Karnataka 560010, India",Bengaluru,"Expansive, modern Hare Krishna temple campus, including shrines, food stalls & souvenir shops.",13.0098328,77.5510964,$$$,Karnataka,"Hare Krishna Hill, Chord Rd",ISKCON temple Bangalore,4.6,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipOw8tuxsG3h3SdkkQ0ZpaM6-rny0HJ2M2E2nRnV=w1920-h1080-k-no,https://lh3.googleusercontent.com/gps-proxy/ALm4wwk-gitrb_BbuKJJ2TzYhlO9FaFUaGUNUcJ_lZ_LWQY0Kpz9aHYfTVusUp3TSSC8uDaa_c8_elvKHOcWXvhSgeJ9yfFu5DcSaILxDxoc9C8Z25BC1dLKSQzAoh5baKwbpgr3A032lCRYHc55zfLX6jRnunUEPyq4IKJuVXWxhbCFhyuiusS6OXLxrg=w1920-h1080-k-no"
24,"Konakaunte, 50th Main Rd, Subramanyapura, Bengaluru, Karnataka 560062, India",Bengaluru,,12.896061,77.5524639,,Karnataka,"Konakaunte, 50th Main Rd",Srinivasmurthy,4.5,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipP-mnngZ2VxCnYBx7pp-88GrhOTcgxsikHvJMnj=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPrEDsFbLT_AfJdtizzYkrg6tbiYOm_QgwdwQMc=w1920-h1080-k-no"
25,"WJ83+F53, Vysya Bank Colony, BHBCS Layout, Stage 2, BTM Layout, Bengaluru, Karnataka 560076, India",Bengaluru,,12.9161402,77.602916,,Karnataka,"WJ83+F53, Vysya Bank Colony",Sree Lakshmi Venkateshwara Siddhi Vinayaka varadanjaneya Devasthana,4.6,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipPa4wdSw7FcVlMNdUJ6ncfX5IICBQNHE9CpNCQu=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMKSlMozTBofvbl8YHcAM8FuvRIul2D_AHnSo8-=w1920-h1080-k-no"
26,"2F9F+7Q9, Vidyaranyapura - Nanjangud Rd, Thigalarapalya, Bengaluru, Karnataka 560073, India",Bengaluru,,13.018152,77.474478,,Karnataka,"2F9F+7Q9, Vidyaranyapura - Nanjangud Rd",Gangondanahalli lake,3.6,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipMEG2n8lmXKyjLIYqDHg7CQRIjyr8gUJYuaOKZa=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipO34KdLqZS6J_2XuR93tG2tFLN6BEHU1_1clH2Y=w1920-h1080-k-no"
27,"22/1, Tank Bund Road, Brindavan Nagar, Bandappa Garden, Mathikere, Bengaluru, Karnataka 560054, India",Bengaluru,"City greenspace with walking/jogging paths, a swimming pool, a musical fountain & play equipment.",13.0339132,77.5500089,,Karnataka,"22/1, Tank Bund Road, Brindavan Nagar",Jaya Prakash Narayana Park,4.3,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipOVy50XbFKS8iSE0CtsuszuEpRHvJw07D1aXwue=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOKcvI_hv25wlqYWC9Wpp6s6zvs9DkcYe-me0Rh=w1920-h1080-k-no"
28,"WHC6+P57, The Kittur Rani Chennamma Flyover, RK Layout 2nd Stage, Padmanabhanagar, Bengaluru, Karnataka 560070, India",Bengaluru,,12.9217882,77.5604074,,Karnataka,"WHC6+P57, The Kittur Rani Chennamma Flyover",The Kittur Rani Chennamma Flyover,4.0,Tourist attraction,
29,"WHX5+57C, Swimming Pool Road, Gavipuram Guttahalli, Kempegowda Nagar, Bengaluru, Karnataka 560019, India",Bengaluru,,12.9479404,77.5581468,,Karnataka,"WHX5+57C, Swimming Pool Road, Gavipuram Guttahalli, Kempegowda Nagar",Sri Pralayakalada Veerabhadraswami Gudi,4.7,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipOXzTIvTFpY9iby5_JX971zI4KsJvzaX6GmCpxZ=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipParanOfjE3JODHAcdkHSwj-cxFS82rb7SWorwT=w1920-h1080-k-no"
30,"South, Bengaluru, Karnataka 560060, India",Bengaluru,,12.8751106,77.4823018,,Karnataka,South,H.Golahalli Lake,4.0,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOtU4j0SZjVdSMkRQPFjdPVfc52sqs_yV-txgJZ=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPwQpnbdSE-mZjB-vqHfD_dPCqzBHRMvpRm8Tcw=w1920-h1080-k-no"
31,"10,14th Cross, Sampige Rd, Malleshwaram, Bengaluru, Karnataka 560003, India",Bengaluru,,13.004531,77.570744,,Karnataka,"10,14th Cross, Sampige Rd",Seva Sadhan Auditorium,,Tourist attraction,
32,"XGQM+J77, Kodigehalli, Karnataka 560079, India",Bengaluru,,12.9890283,77.5331725,,Karnataka,"XGQM+J77, Kodigehalli",MS MANJU FARM,,Tourist attraction,
33,"XGJ7+39P, 3rd Block, BDA Layout, 2nd Stage, Naagarabhaavi, Bengaluru, Karnataka 560072, India",Bengaluru,,12.9802025,77.5134571,,Karnataka,XGJ7+39P,Zen Park,4.3,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipNpKi0Um9qCJstcheS81P4hNHUlhUVo4BrzwalY=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipN7N9cGZ9oJ-EvQo5lT7B7HFLogeWsJrvMm0MIu=w1920-h1080-k-no"
34,"87 Khadicommission Layout, Kathriguppe Main Rd, Vivekananda Nagar, ITI Layout, Banashankari 3rd Stage, Stag, Bengaluru, Karnataka 560085, India",Bengaluru,,12.9304011,77.5534558,,Karnataka,"87 Khadicommission Layout, Kathriguppe Main Rd",Kanthraju Enterprise,,Tourist attraction,
35,"13/114 4TH MAIN, MAIN ROAD, Ankappa Layout, Uttarahalli Hobli, Karnataka 560061, India",Bengaluru,,12.9077037,77.5531987,,Karnataka,"13/114 4TH MAIN, MAIN ROAD",VN TOURS&TRAVELS,1.0,Tourist attraction,
36,"WHXP+46G, Mavalli, Bengaluru, Karnataka 560004, India",Bengaluru,,12.9478225,77.5855733,,Karnataka,WHXP+46G,Lotus Pond - Lalbagh,4.3,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipMZsCjt4NpVslA1d-XTdwO5zj558uCR6gyh2s7X=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNDSlnf6_v19ul8q29zyiesK14iqCrn5YoeeoF6=w1920-h1080-k-no"
37,"VGM2+5QW, Banashankari 6th Stage 6th Block, Bengaluru, Karnataka 560060, India",Bengaluru,,12.882981,77.5019581,,Karnataka,VGM2+5QW,ಶ್ರೀ ಭಕ್ತಿ ಆಂಜನೇಸ್ವಾಮಿ,4.3,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipPAdt6VSYyUyhzdfNFUZjDuo-V0FJeceLlMQ40p=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMomHNbZT4D1YKkVHCOIM6wiRD0ukvy7sZTwZ3W=w1920-h1080-k-no"
38,"11/1, Queens Rd, Swamy Shivanandapuram, Shivaji Nagar, Bengaluru, Karnataka 560051, India",Bengaluru,,12.9877594,77.5985958,,Karnataka,"11/1, Queens Rd",Ramesh,,Tourist attraction,
39,"Icfai Business School, 231, Mysore Rd, Kengeri, Bengaluru, Karnataka 560060, India",Bengaluru,,12.897864,77.4645055,,Karnataka,"Icfai Business School, 231, Mysore Rd",Sathya Anok,5.0,Tourist attraction,
40,"17G, 17th Main Rd, Nagendra Block, Muneshwara Block, Banashankari, Bengaluru, Karnataka 560085, India",Bengaluru,,12.9413233,77.5482004,,Karnataka,"17G, 17th Main Rd",Harshz Den,5.0,Tourist attraction,
41,"NO 77, Chick Bazaar Rd, Shivaji Nagar, Bengaluru, Karnataka 560051, India",Bengaluru,,12.9846421,77.6025602,,Karnataka,"NO 77, Chick Bazaar Rd",K R S TOURIST AND TRAVELS,,Tourist attraction,
42,"2, Mudalapalya, Bengaluru, Karnataka 560072, India",Bengaluru,,12.9696773,77.5245674,,Karnataka,2,SLV COMMUNICATION,,Tourist attraction,
43,"Nadaprabhu Kempe Gowda Cross, 4th Block East, Ajwani Road, Anjaneya Temple Rd, near Shanmukha temple Subramanya, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",Bengaluru,,12.913608,77.5245148,,Karnataka,"Nadaprabhu Kempe Gowda Cross, 4th Block East, Ajwani Road, Anjaneya Temple Rd, near Shanmukha temple Subramanya",Shree Kalabhairaveshwara Temple,4.7,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipNykQRKLGONR_FK2l-X8BXCToQSRbZYpNded7zJ=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPLGd2_WuMTc3D6KnB7bM4H9hAw00frPFMSbATG=w1920-h1080-k-no"
44,"XGPG+6Q2, Kamakshipalya, Bengaluru, Karnataka 560079, India",Bengaluru,,12.985524,77.5268831,,Karnataka,XGPG+6Q2,Manas,,Tourist attraction,
45,"No 67 3 Main Road B S K Main Road, Bengaluru, Karnataka 560085, India",Bengaluru,,13.0014092,77.5388334,,Karnataka,No 67 3 Main Road B S K Main Road,Shabari Tarvels,,Tourist attraction,
46,"Balaji Lakeside Marvel Wing-2, BALAJI LAKESIDE MARVEL, Uttarahalli Hobli, Bengaluru, Karnataka 560061, India",Bengaluru,,12.904199,77.5477652,,Karnataka,"Balaji Lakeside Marvel Wing-2, BALAJI LAKESIDE MARVEL",Local adda,,Tourist attraction,
47,"114 60 Feet Rod Widia Layout, Bengaluru, Karnataka 560040, India",Bengaluru,,12.9607295,77.5293894,,Karnataka,114 60 Feet Rod Widia Layout,Shobha Enterprises,,Tourist attraction,
48,"WF5H+MCG, Mysore Rd, Harsha Layout, Kengeri Satellite Town, Bengaluru, Karnataka 560060, India",Bengaluru,,12.9091975,77.4785937,,Karnataka,"WF5H+MCG, Mysore Rd",Steel bridge,4.5,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipNy5K-1cYtR59cclIzt3qbdMWMxpH0P20H8HipQ=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOnSOVD7HeTfnrt9sxUb4cFYOfDgQWAXmXrYySn=w1920-h1080-k-no"
49,"WHR4+MX6, Kumaraswamy Temple Rd, 1st Block, Dasarhalli, Srinagar, Banashankari, Bengaluru, Karnataka 560050, India",Bengaluru,,12.9416548,77.5573758,,Karnataka,"WHR4+MX6, Kumaraswamy Temple Rd",PJ mane,,Tourist attraction,
50,"Omkar Ashrama Maha Samasthana, Omkar Hills Rd, Banakshankari 6th Stage 11th Block, Srinivaspura, Bengaluru, Karnataka 560060, India",Bengaluru,,12.899842,77.5058731,,Karnataka,"Omkar Ashrama Maha Samasthana, Omkar Hills Rd",Shree Dwadasha Jyotirlinga Shiva Temple,4.6,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipNBXBkTwHayGpagjbHOe-nQmSuVuaRYG9Eg9pzu=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOGYvyGTS0zXPRvnMmpdEbXF6TCkc4XsBBBj6rI=w1920-h1080-k-no"
51,"Govindaraja Nagar Ward, Mudalapalya, Naagarabhaavi, Bengaluru, Karnataka 560072, India",Bengaluru,,12.9703805,77.5238819,,Karnataka,,Bhairaveshwara tour and travel's,,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipMBEvKkPU0LE0-qgsjGlaTl_HbrlCzFRleF5T2Y=w1920-h1080-k-no
52,"2H2W+F86, 127, 4th Main Rd, Jayamahal Extension, Jayamahal, Bengaluru, Karnataka 560046, India",Bengaluru,"Landscaped recreation area with shade trees, benches & a paved walking path, plus a playground.",13.001197,77.5977297,,Karnataka,"2H2W+F86, 127, 4th Main Rd",Jayamahal Park,4.3,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipOZCdTqokISAhcZr8yo63zB1nd66LOo4H65EocE=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMSDnBVIvJN8CemNCGc07P8jVTeYjpQxxbjZQ9a=w1920-h1080-k-no"
53,"117, 2nd Main Rd, Meenakshinagar, KHB Colony, pattegarpalya, Bengaluru, Karnataka 560079, India",Bengaluru,,12.9853106,77.5338205,,Karnataka,"117, 2nd Main Rd",DK torus&travels,5.0,"Tourist attraction, Tourist information center",https://lh5.googleusercontent.com/p/AF1QipNjrNfLy8oJD9uI-_zF8qjKMRpwMst-Tnq3Qjco=w1920-h1080-k-no
54,"WGWX+98J, 19th Main Rd, Telecom Colony, Muneshwara Block, Banashankari, Bengaluru, Karnataka 560026, India",Bengaluru,,12.945962,77.5482523,,Karnataka,"WGWX+98J, 19th Main Rd",Puneet Raj Kumar Statue,,Tourist attraction,
55,"8-1, PA Ln, Manivartapete, Chickpet, Bengaluru, Karnataka 560053, India",Bengaluru,,12.9672121,77.5730264,,Karnataka,"8-1, PA Ln",Dog Lovers Tour,,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipPprtxbViUxy-owV-lCC9c3maAcInuHEfkbBBf6=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPMmUBlu5evgyIzkNrAlbk6aAd4awSZI7OF99MK=w1920-h1080-k-no"
56,"VFJG+GM, Bengaluru, Karnataka 560060, India",Bengaluru,,12.881373,77.476715,,Karnataka,VFJG+GM,Shankar,,Tourist attraction,
57,"8th main Rd, Krishnadevaraya Railway station, Chowdappa Layout Rd, Vijayanagar 2nd stage, Hampi Nagar, Vijayanagar, Bengaluru, Karnataka 560104, India",Bengaluru,,12.9584554,77.5395047,,Karnataka,"8th main Rd, Krishnadevaraya Railway station, Chowdappa Layout Rd",Kndv,,Tourist attraction,
58,"#67 gattigerepalya, Banashankari 6th Stage 6th Block, Kengeri Hobli, Bengaluru, Karnataka 560062, India",Bengaluru,,12.8823319,77.5018837,,Karnataka,#67 gattigerepalya,Shree Kabbalammadevi temple,5.0,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipP2SlbWQdImyCIMGoDm7nsyl8qgUvzaqCACdhRK=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMLUQyPDYlRFPug8L3c3xfd2QGyBRT3HAhk1cQ1=w1920-h1080-k-no"
59,"Sri Panchamukhi Ganesha Temple, Mysore Rd, Kengeri, Bengaluru, Karnataka 560060, India",Bengaluru,"Pink & white temple topped with a gilded statue of the 4-armed, elephant-headed deity Lord Ganesha.",12.9002588,77.4672888,,Karnataka,"Sri Panchamukhi Ganesha Temple, Mysore Rd",Panchamukhi Ganesha Temple,4.6,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipPIj8oNMjF1Q0_LiODwseEIiPxbGgNGUbbqWmcl=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipP_Q2ViFXuQycIN9hfK6C5YJVh6CE-E6FA2pzOR=w1920-h1080-k-no"
60,"WGG6+R7F, Rajarajeshwari Temple Rd, Kenchenhalli, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",Bengaluru,"Intricate Hindu temple with colorful idols, ornate entrance gateways & life-like animal sculptures.",12.9270549,77.5106773,,Karnataka,"WGG6+R7F, Rajarajeshwari Temple Rd",Sri Rajarajeshwari Temple,4.7,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipPyKDz7iitP5EkO2T3bPjFwAh2Ot09US5LxWBsz=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOOwN3qmt2DXbJmfTshvr6oTrJIMucS5nOujD0=w1920-h1080-k-no"
61,"XG5Q+7RQ, 16th Cross Rd, Bapuji Nagar, Bengaluru, Karnataka 560026, India",Bengaluru,,12.9582097,77.5395969,,Karnataka,"XG5Q+7RQ, 16th Cross Rd",Kndv Rail halt station.,,Tourist attraction,
62,"LALBAGH PARK, Lal Bagh Main Rd, Mavalli, Bengaluru, Karnataka 560004, India",Bengaluru,"Giant working clock set at the center of a bed of flowers, within a botanical garden.",12.9517496,77.5848276,,Karnataka,"LALBAGH PARK, Lal Bagh Main Rd",Floral Clock,4.3,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOunXfWkoNyWx6A6C_1GY5JTW11tuEIX4FZ5kej=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNu45S4t2E7YfSOTARSGrQw3snPQhcdJ801vfvv=w1920-h1080-k-no"
63,"Site no, 1021, 35th Cross Road, Banashankari 6th Stage 7th Block, Bengaluru, Karnataka 560060, India",Bengaluru,,12.884397,77.499248,,Karnataka,"Site no, 1021, 35th Cross Road",Nice Road Clover Leaf toll plaza (Exit),,Tourist attraction,
